Datetime,Actual,Predicted,Positive_Deviation,Consecutive_Anomaly,Leakage_Risk,Risk_Score
2020-06-06 07:00:00,1601,1751.04,0.0,0,Normal,0.0
2020-06-06 08:00:00,3023,2676.435,12.948754593330309,0,Warning,37.97
2020-06-06 09:00:00,4234,3864.26,9.568196756946989,0,Normal,28.06
2020-06-06 10:00:00,4299,4132.78,4.021990040602216,0,Normal,11.79
2020-06-06 11:00:00,4083,4157.195,0.0,0,Normal,0.0
2020-06-06 12:00:00,4071,3864.04,5.356052214780386,0,Normal,15.71
2020-06-06 13:00:00,4078,3863.99,5.538575410391855,0,Normal,16.24
2020-06-06 14:00:00,3671,3828.895,0.0,0,Normal,0.0
2020-06-06 15:00:00,3246,3504.015,0.0,0,Normal,0.0
2020-06-06 16:00:00,3084,3171.395,0.0,0,Normal,0.0
2020-06-06 17:00:00,3163,3210.785,0.0,0,Normal,0.0
2020-06-06 18:00:00,3107,3268.605,0.0,0,Normal,0.0
2020-06-06 19:00:00,3100,3271.175,0.0,0,Normal,0.0
2020-06-06 20:00:00,2977,3024.015,0.0,0,Normal,0.0
2020-06-06 21:00:00,2383,2599.545,0.0,0,Normal,0.0
2020-06-06 22:00:00,2068,2264.135,0.0,0,Normal,0.0
2020-06-06 23:00:00,2107,2041.225,3.222329728471878,0,Normal,9.45
2020-06-07 00:00:00,2182,2109.79,3.422615520976023,0,Normal,10.04
2020-06-07 01:00:00,1852,1572.23,17.794470274705354,0,Warning,52.18
2020-06-07 02:00:00,535,1547.33,0.0,1,Normal,5.0
2020-06-07 03:00:00,568,815.71,0.0,2,Normal,10.0
2020-06-07 04:00:00,658,882.04,0.0,3,Normal,15.0
2020-06-07 05:00:00,752,793.005,0.0,0,Normal,0.0
2020-06-07 06:00:00,770,1621.66,0.0,1,Normal,5.0
2020-06-07 07:00:00,1243,1315.915,0.0,0,Normal,0.0
2020-06-07 08:00:00,2499,2321.695,7.636877367612879,0,Normal,22.39
2020-06-07 09:00:00,3594,3416.05,5.209232885935505,0,Normal,15.28
2020-06-07 10:00:00,4179,4031.63,3.6553453565927403,0,Normal,10.72
2020-06-07 11:00:00,4236,4112.185,3.0109297125494012,0,Normal,8.83
2020-06-07 12:00:00,4269,4242.615,0.6219041793799395,0,Normal,1.82
2020-06-07 13:00:00,3879,4171.735,0.0,0,Normal,0.0
2020-06-07 14:00:00,3626,3766.6,0.0,0,Normal,0.0
2020-06-07 15:00:00,3245,3434.21,0.0,0,Normal,0.0
2020-06-07 16:00:00,3061,3090.67,0.0,0,Normal,0.0
2020-06-07 17:00:00,3146,3192.88,0.0,0,Normal,0.0
2020-06-07 18:00:00,3664,3218.855,13.82929644236848,0,Warning,40.55
2020-06-07 19:00:00,3548,3640.315,0.0,0,Normal,0.0
2020-06-07 20:00:00,3293,3643.145,0.0,0,Normal,0.0
2020-06-07 21:00:00,2575,2980.375,0.0,0,Normal,0.0
2020-06-07 22:00:00,2569,2206.905,16.40736687804866,0,Warning,48.11
2020-06-07 23:00:00,1806,2121.77,0.0,0,Normal,0.0
2020-06-08 00:00:00,836,1859.46,0.0,1,Normal,5.0
2020-06-08 01:00:00,870,1469.59,0.0,2,Normal,10.0
2020-06-08 02:00:00,598,876.655,0.0,3,Normal,15.0
2020-06-08 03:00:00,807,827.465,0.0,0,Normal,0.0
2020-06-08 04:00:00,849,645.615,31.50252085221068,1,High,85.0
2020-06-08 05:00:00,1904,1144.915,66.30055506303962,2,High,90.0
2020-06-08 06:00:00,2466,2243.245,9.930034392141748,0,Normal,29.12
2020-06-08 07:00:00,3534,2789.66,26.68210462923798,1,High,83.24
2020-06-08 08:00:00,4059,3657.065,10.990644136759942,0,Warning,32.23
2020-06-08 09:00:00,4034,4025.535,0.21028260839863885,0,Normal,0.62
2020-06-08 10:00:00,3727,3920.34,0.0,0,Normal,0.0
2020-06-08 11:00:00,3526,3672.09,0.0,0,Normal,0.0
2020-06-08 12:00:00,3700,3598.665,2.8159053426756877,0,Normal,8.26
2020-06-08 13:00:00,3302,3643.245,0.0,0,Normal,0.0
2020-06-08 14:00:00,3275,3171.515,3.2629516177599704,0,Normal,9.57
2020-06-08 15:00:00,3122,3147.435,0.0,0,Normal,0.0
2020-06-08 16:00:00,3040,3109.84,0.0,0,Normal,0.0
2020-06-08 17:00:00,3146,3199.015,0.0,0,Normal,0.0
2020-06-08 18:00:00,3497,3239.3,7.955422467817115,0,Normal,23.33
2020-06-08 19:00:00,3783,3560.58,6.2467350824865635,0,Normal,18.32
2020-06-08 20:00:00,3645,3649.115,0.0,0,Normal,0.0
2020-06-08 21:00:00,2970,3356.175,0.0,0,Normal,0.0
2020-06-08 22:00:00,2750,2629.55,4.580631667015261,0,Normal,13.43
2020-06-08 23:00:00,2197,2364.34,0.0,0,Normal,0.0
2020-06-09 00:00:00,1463,1580.08,0.0,0,Normal,0.0
2020-06-09 01:00:00,1363,1179.595,15.548133045663976,0,Warning,45.59
2020-06-09 02:00:00,1333,1074.86,24.01615094058762,1,High,75.43
2020-06-09 03:00:00,962,1136.45,0.0,0,Normal,0.0
2020-06-09 04:00:00,400,922.125,0.0,1,Normal,5.0
2020-06-09 05:00:00,1423,1357.86,4.797254503409785,0,Normal,14.07
2020-06-09 06:00:00,2417,2395.415,0.9010964697140177,0,Normal,2.64
2020-06-09 07:00:00,3443,3448.905,0.0,0,Normal,0.0
2020-06-09 08:00:00,3989,3722.265,7.165932570625684,0,Normal,21.01
2020-06-09 09:00:00,4018,3979.48,0.9679656638555787,0,Normal,2.84
2020-06-09 10:00:00,3847,3995.405,0.0,0,Normal,0.0
2020-06-09 11:00:00,4189,3626.92,15.497446869520143,0,Warning,45.45
2020-06-09 12:00:00,3856,4004.455,0.0,0,Normal,0.0
2020-06-09 13:00:00,4040,3773.85,7.052479563310681,0,Normal,20.68
2020-06-09 14:00:00,3603,3893.45,0.0,0,Normal,0.0
2020-06-09 15:00:00,3146,3451.81,0.0,0,Normal,0.0
2020-06-09 16:00:00,3191,3121.42,2.2291136726233547,0,Normal,6.54
2020-06-09 17:00:00,3397,3274.41,3.743880576958907,0,Normal,10.98
2020-06-09 18:00:00,3568,3492.055,2.17479392506705,0,Normal,6.38
2020-06-09 19:00:00,3851,3655.725,5.341621702945383,0,Normal,15.66
2020-06-09 20:00:00,3481,3724.96,0.0,0,Normal,0.0
2020-06-09 21:00:00,2667,3320.215,0.0,0,Normal,0.0
2020-06-09 22:00:00,2462,2514.765,0.0,0,Normal,0.0
2020-06-09 23:00:00,2109,2168.74,0.0,0,Normal,0.0
2020-06-10 00:00:00,1611,1457.815,10.507849075499974,0,Normal,30.81
2020-06-10 01:00:00,1661,1382.885,20.111216767844038,0,High,58.98
2020-06-10 02:00:00,1430,1421.545,0.594775402818759,0,Normal,1.74
2020-06-10 03:00:00,633,1130.09,0.0,1,Normal,5.0
2020-06-10 04:00:00,941,700.67,34.300027116902406,2,High,90.0
2020-06-10 05:00:00,1592,1398.525,13.834218194168848,0,Warning,40.57
2020-06-10 06:00:00,2375,2493.76,0.0,0,Normal,0.0
2020-06-10 07:00:00,3508,3382.045,3.7242260230127013,0,Normal,10.92
2020-06-10 08:00:00,3804,3797.995,0.15810973948096585,0,Normal,0.46
2020-06-10 09:00:00,3836,3911.655,0.0,0,Normal,0.0
2020-06-10 10:00:00,3642,3724.4,0.0,0,Normal,0.0
2020-06-10 11:00:00,3501,3756.61,0.0,0,Normal,0.0
2020-06-10 12:00:00,3422,3434.305,0.0,0,Normal,0.0
2020-06-10 13:00:00,3292,3440.71,0.0,0,Normal,0.0
2020-06-10 14:00:00,3063,3190.595,0.0,0,Normal,0.0
2020-06-10 15:00:00,2868,3005.095,0.0,0,Normal,0.0
2020-06-10 16:00:00,2753,2728.94,0.8816610112351295,0,Normal,2.59
2020-06-10 17:00:00,2915,2972.09,0.0,0,Normal,0.0
2020-06-10 18:00:00,3095,3161.515,0.0,0,Normal,0.0
2020-06-10 19:00:00,3188,3279.785,0.0,0,Normal,0.0
2020-06-10 20:00:00,3115,3088.54,0.8567154707402216,0,Normal,2.51
2020-06-10 21:00:00,2552,2818.315,0.0,0,Normal,0.0
2020-06-10 22:00:00,2326,2391.95,0.0,0,Normal,0.0
2020-06-10 23:00:00,2104,2090.915,0.6258025792535821,0,Normal,1.84
2020-06-11 00:00:00,1661,1703.115,0.0,0,Normal,0.0
2020-06-11 01:00:00,1596,1490.885,7.050510267391516,0,Normal,20.68
2020-06-11 02:00:00,1341,1377.71,0.0,0,Normal,0.0
2020-06-11 03:00:00,649,994.81,0.0,1,Normal,5.0
2020-06-11 04:00:00,745,814.565,0.0,0,Normal,0.0
2020-06-11 05:00:00,1144,1442.575,0.0,0,Normal,0.0
2020-06-11 06:00:00,1377,2239.815,0.0,1,Normal,5.0
2020-06-11 07:00:00,1284,2129.435,0.0,2,Normal,10.0
2020-06-11 08:00:00,2319,2302.11,0.7336747592426023,0,Normal,2.15
2020-06-11 09:00:00,3245,3435.015,0.0,0,Normal,0.0
2020-06-11 10:00:00,3831,3252.03,17.803341297589498,0,Warning,52.21
2020-06-11 11:00:00,4054,3629.13,11.707213574603276,0,Warning,34.33
2020-06-11 12:00:00,4237,3792.09,11.732580186651683,0,Warning,34.41
2020-06-11 13:00:00,3945,3873.515,1.8454814296575626,0,Normal,5.41
2020-06-11 14:00:00,3855,3668.55,5.082389499938662,0,Normal,14.9
2020-06-11 15:00:00,3771,3537.995,6.585792235432783,0,Normal,19.31
2020-06-11 16:00:00,3052,3445.61,0.0,0,Normal,0.0
2020-06-11 17:00:00,3171,3073.74,3.164223389096027,0,Normal,9.28
2020-06-11 18:00:00,3521,3257.22,8.098316969685811,0,Normal,23.75
2020-06-11 19:00:00,3471,3487.55,0.0,0,Normal,0.0
2020-06-11 20:00:00,3268,3219.72,1.499509274098375,0,Normal,4.4
2020-06-11 21:00:00,2652,2765.085,0.0,0,Normal,0.0
2020-06-11 22:00:00,2412,2294.555,5.1184216547435195,0,Normal,15.01
2020-06-11 23:00:00,1980,1926.52,2.775989867740798,0,Normal,8.14
2020-06-12 00:00:00,1430,1708.725,0.0,0,Normal,0.0
2020-06-12 01:00:00,1458,1477.49,0.0,0,Normal,0.0
2020-06-12 02:00:00,1380,1058.16,30.415060104332035,1,High,85.0
2020-06-12 03:00:00,304,771.03,0.0,2,Normal,10.0
2020-06-12 04:00:00,811,768.18,5.574214376838769,0,Normal,16.35
2020-06-12 05:00:00,1502,1317.82,13.976112063863052,0,Warning,40.98
2020-06-12 06:00:00,2152,1794.54,19.919310798310434,0,Warning,58.41
2020-06-12 07:00:00,2868,3370.34,0.0,0,Normal,0.0
2020-06-12 08:00:00,3848,3764.23,2.225421932241122,0,Normal,6.53
2020-06-12 09:00:00,4280,3716.375,15.165988362315428,0,Warning,44.47
2020-06-12 10:00:00,4215,4165.195,1.1957423361931505,0,Normal,3.51
2020-06-12 11:00:00,4103,4161.135,0.0,0,Normal,0.0
2020-06-12 12:00:00,3881,4068.925,0.0,0,Normal,0.0
2020-06-12 13:00:00,3809,3744.765,1.7153279311251874,0,Normal,5.03
2020-06-12 14:00:00,3667,3662.75,0.11603303528769367,0,Normal,0.34
2020-06-12 15:00:00,3667,3430.02,6.908997615174256,0,Normal,20.26
2020-06-12 16:00:00,3719,3454.05,7.670705403801328,0,Normal,22.49
2020-06-12 17:00:00,3748,3795.675,0.0,0,Normal,0.0
2020-06-12 18:00:00,4017,3975.085,1.0544428609702676,0,Normal,3.09
2020-06-12 19:00:00,4024,4002.925,0.5264900041844356,0,Normal,1.54
2020-06-12 20:00:00,3732,3959.32,0.0,0,Normal,0.0
2020-06-12 21:00:00,3419,3002.4,13.875566213695706,0,Warning,40.69
2020-06-12 22:00:00,2977,2609.24,14.0945256089896,0,Warning,41.33
2020-06-12 23:00:00,2254,2236.28,0.7923873575759653,0,Normal,2.32
2020-06-13 00:00:00,1541,1505.565,2.3536014718726816,0,Normal,6.9
2020-06-13 01:00:00,1393,1419.41,0.0,0,Normal,0.0
2020-06-13 02:00:00,1479,1192.975,23.975774848592813,1,High,75.31
2020-06-13 03:00:00,1283,778.83,64.7342809085423,2,High,90.0
2020-06-13 04:00:00,504,877.655,0.0,3,Normal,15.0
2020-06-13 05:00:00,822,1083.215,0.0,4,Normal,20.0
2020-06-13 06:00:00,1471,1184.55,24.182178886496985,5,High,90.91
2020-06-13 07:00:00,2040,1954.37,4.381463080174179,0,Normal,12.85
2020-06-13 08:00:00,3094,3146.425,0.0,0,Normal,0.0
2020-06-13 09:00:00,3973,4030.09,0.0,0,Normal,0.0
2020-06-13 10:00:00,4154,4061.845,2.2687965690468297,0,Normal,6.65
2020-06-13 11:00:00,4004,4065.545,0.0,0,Normal,0.0
2020-06-13 12:00:00,3908,3948.73,0.0,0,Normal,0.0
2020-06-13 13:00:00,3794,3839.715,0.0,0,Normal,0.0
2020-06-13 14:00:00,3754,3558.305,5.49966908401613,0,Normal,16.13
2020-06-13 15:00:00,3590,3636.115,0.0,0,Normal,0.0
2020-06-13 16:00:00,3369,3488.805,0.0,0,Normal,0.0
2020-06-13 17:00:00,3381,3613.89,0.0,0,Normal,0.0
2020-06-13 18:00:00,3731,3648.355,2.2652674972693165,0,Normal,6.64
2020-06-13 19:00:00,3913,4037.33,0.0,0,Normal,0.0
2020-06-13 20:00:00,3825,3788.525,0.9627757504569696,0,Normal,2.82
2020-06-13 21:00:00,2925,3199.9,0.0,0,Normal,0.0
2020-06-13 22:00:00,2674,2665.27,0.32754655250687614,0,Normal,0.96
2020-06-13 23:00:00,2273,2192.095,3.6907615773951497,0,Normal,10.82
2020-06-14 00:00:00,1626,1785.87,0.0,0,Normal,0.0
2020-06-14 01:00:00,1445,1532.275,0.0,0,Normal,0.0
2020-06-14 02:00:00,1388,1210.16,14.695577444304877,0,Warning,43.09
2020-06-14 03:00:00,915,1147.29,0.0,0,Normal,0.0
2020-06-14 04:00:00,405,630.415,0.0,1,Normal,5.0
2020-06-14 05:00:00,938,1043.67,0.0,0,Normal,0.0
2020-06-14 06:00:00,1158,1175.715,0.0,0,Normal,0.0
2020-06-14 07:00:00,1278,1423.4,0.0,0,Normal,0.0
2020-06-14 08:00:00,2267,2322.165,0.0,0,Normal,0.0
2020-06-14 09:00:00,3450,3425.12,0.7263979072266114,0,Normal,2.13
2020-06-14 10:00:00,3873,3830.62,1.1063483195931758,0,Normal,3.24
2020-06-14 11:00:00,3881,3894.79,0.0,0,Normal,0.0
2020-06-14 12:00:00,3753,3877.88,0.0,0,Normal,0.0
2020-06-14 13:00:00,3653,3598.445,1.5160715253394128,0,Normal,4.45
2020-06-14 14:00:00,3415,3472.785,0.0,0,Normal,0.0
2020-06-14 15:00:00,3267,3259.195,0.23947631240229064,0,Normal,0.7
2020-06-14 16:00:00,2925,3057.645,0.0,0,Normal,0.0
2020-06-14 17:00:00,2743,2990.395,0.0,0,Normal,0.0
2020-06-14 18:00:00,2766,2884.585,0.0,0,Normal,0.0
2020-06-14 19:00:00,3314,2923.955,13.339637579921718,0,Warning,39.12
2020-06-14 20:00:00,3072,3230.67,0.0,0,Normal,0.0
2020-06-14 21:00:00,2251,2744.43,0.0,0,Normal,0.0
2020-06-14 22:00:00,1850,2179.735,0.0,0,Normal,0.0
2020-06-14 23:00:00,1547,1977.165,0.0,0,Normal,0.0
2020-06-15 00:00:00,1385,1272.835,8.812218394371616,0,Normal,25.84
2020-06-15 01:00:00,1177,1115.875,5.477764086479221,0,Normal,16.06
2020-06-15 02:00:00,844,1080.095,0.0,0,Normal,0.0
2020-06-15 03:00:00,741,856.085,0.0,0,Normal,0.0
2020-06-15 04:00:00,867,833.985,3.9587042932426826,0,Normal,11.61
2020-06-15 05:00:00,1584,1203.045,31.66589778437215,1,High,85.0
2020-06-15 06:00:00,1930,2241.565,0.0,0,Normal,0.0
2020-06-15 07:00:00,3165,3353.76,0.0,0,Normal,0.0
2020-06-15 08:00:00,3698,3762.065,0.0,0,Normal,0.0
2020-06-15 09:00:00,3728,3694.58,0.9045683135836841,0,Normal,2.65
2020-06-15 10:00:00,3567,3584.735,0.0,0,Normal,0.0
2020-06-15 11:00:00,3370,3419.93,0.0,0,Normal,0.0
2020-06-15 12:00:00,3373,3222.815,4.660056503398425,0,Normal,13.67
2020-06-15 13:00:00,3313,3204.315,3.39183257576112,0,Normal,9.95
2020-06-15 14:00:00,3173,3171.785,0.03830650564272627,0,Normal,0.11
2020-06-15 15:00:00,3024,3071.515,0.0,0,Normal,0.0
2020-06-15 16:00:00,2886,2925.305,0.0,0,Normal,0.0
2020-06-15 17:00:00,2866,3035.27,0.0,0,Normal,0.0
2020-06-15 18:00:00,2797,3065.345,0.0,0,Normal,0.0
2020-06-15 19:00:00,3563,2938.245,21.26286269524836,0,High,62.35
2020-06-15 20:00:00,3276,3443.53,0.0,0,Normal,0.0
2020-06-15 21:00:00,2869,2862.72,0.21937178627320172,0,Normal,0.64
2020-06-15 22:00:00,2717,2463.59,10.286208338238092,0,Normal,30.16
2020-06-15 23:00:00,2296,2096.84,9.498101905724797,0,Normal,27.85
2020-06-16 00:00:00,1472,1521.995,0.0,0,Normal,0.0
2020-06-16 01:00:00,1581,1245.355,26.95175271308181,1,High,84.03
2020-06-16 02:00:00,1242,1351.16,0.0,0,Normal,0.0
2020-06-16 03:00:00,672,851.405,0.0,0,Normal,0.0
2020-06-16 04:00:00,776,684.87,13.306174894505526,0,Warning,39.02
2020-06-16 05:00:00,1497,1405.69,6.495742304491029,0,Normal,19.05
2020-06-16 06:00:00,2285,2179.64,4.833825769393117,0,Normal,14.17
2020-06-16 07:00:00,3003,3263.555,0.0,0,Normal,0.0
2020-06-16 08:00:00,3559,3454.805,3.0159444599622893,0,Normal,8.84
2020-06-16 09:00:00,3672,3584.7,2.4353502385136885,0,Normal,7.14
2020-06-16 10:00:00,3792,3603.92,5.218761792714598,0,Normal,15.3
2020-06-16 11:00:00,3629,3588.225,1.136355719053295,0,Normal,3.33
2020-06-16 12:00:00,3554,3447.52,3.088597020466887,0,Normal,9.06
2020-06-16 13:00:00,3387,3389.97,0.0,0,Normal,0.0
2020-06-16 14:00:00,2980,3256.28,0.0,0,Normal,0.0
2020-06-16 15:00:00,2894,2889.24,0.16474920740403076,0,Normal,0.48
2020-06-16 16:00:00,2828,2770.865,2.06199147197717,0,Normal,6.05
2020-06-16 17:00:00,2997,3011.15,0.0,0,Normal,0.0
2020-06-16 18:00:00,3159,3131.27,0.8855831659358668,0,Normal,2.6
2020-06-16 19:00:00,3216,3317.005,0.0,0,Normal,0.0
2020-06-16 20:00:00,2885,3114.015,0.0,0,Normal,0.0
2020-06-16 21:00:00,2501,2531.835,0.0,0,Normal,0.0
2020-06-16 22:00:00,2486,2358.035,5.426764233779403,0,Normal,15.91
2020-06-16 23:00:00,2179,2214.245,0.0,0,Normal,0.0
2020-06-17 00:00:00,1406,1564.055,0.0,0,Normal,0.0
2020-06-17 01:00:00,1208,1510.225,0.0,0,Normal,0.0
2020-06-17 02:00:00,861,1200.655,0.0,1,Normal,5.0
2020-06-17 03:00:00,690,750.85,0.0,0,Normal,0.0
2020-06-17 04:00:00,958,860.17,11.37333317832522,0,Warning,33.35
2020-06-17 05:00:00,1722,1521.765,13.158076312702677,0,Warning,38.59
2020-06-17 06:00:00,2279,2390.055,0.0,0,Normal,0.0
2020-06-17 07:00:00,3256,3058.895,6.443666748940386,0,Normal,18.9
2020-06-17 08:00:00,3670,3777.99,0.0,0,Normal,0.0
2020-06-17 09:00:00,3639,3673.81,0.0,0,Normal,0.0
2020-06-17 10:00:00,3541,3547.81,0.0,0,Normal,0.0
2020-06-17 11:00:00,3362,3405.53,0.0,0,Normal,0.0
2020-06-17 12:00:00,3303,3250.54,1.6138856928387295,0,Normal,4.73
2020-06-17 13:00:00,3296,3132.24,5.228207289352037,0,Normal,15.33
2020-06-17 14:00:00,3162,3130.92,0.9926794680157885,0,Normal,2.91
2020-06-17 15:00:00,2947,2968.785,0.0,0,Normal,0.0
2020-06-17 16:00:00,3059,2826.06,8.242570929138097,0,Normal,24.17
2020-06-17 17:00:00,3185,3169.455,0.4904628713769425,0,Normal,1.44
2020-06-17 18:00:00,3537,3263.08,8.394522966032095,0,Normal,24.62
2020-06-17 19:00:00,3363,3494.585,0.0,0,Normal,0.0
2020-06-17 20:00:00,3049,3163.585,0.0,0,Normal,0.0
2020-06-17 21:00:00,2586,2727.665,0.0,0,Normal,0.0
2020-06-17 22:00:00,2261,2327.465,0.0,0,Normal,0.0
2020-06-17 23:00:00,1929,2045.995,0.0,0,Normal,0.0
2020-06-18 00:00:00,1423,1558.555,0.0,0,Normal,0.0
2020-06-18 01:00:00,1421,1340.25,6.024995336690916,0,Normal,17.67
2020-06-18 02:00:00,1014,1119.395,0.0,0,Normal,0.0
2020-06-18 03:00:00,727,785.735,0.0,0,Normal,0.0
2020-06-18 04:00:00,976,889.905,9.674628190649567,0,Normal,28.37
2020-06-18 05:00:00,1393,1581.99,0.0,0,Normal,0.0
2020-06-18 06:00:00,2074,2177.965,0.0,0,Normal,0.0
2020-06-18 07:00:00,3300,3029.745,8.920057628612312,0,Normal,26.16
2020-06-18 08:00:00,3342,3434.335,0.0,0,Normal,0.0
2020-06-18 09:00:00,3396,3416.62,0.0,0,Normal,0.0
2020-06-18 10:00:00,3417,3309.135,3.259613161747701,0,Normal,9.56
2020-06-18 11:00:00,3040,3265.34,0.0,0,Normal,0.0
2020-06-18 12:00:00,3174,3055.44,3.880292200141385,0,Normal,11.38
2020-06-18 13:00:00,3141,3039.95,3.324067830063001,0,Normal,9.75
2020-06-18 14:00:00,3135,3025.735,3.6111886863852876,0,Normal,10.59
2020-06-18 15:00:00,2877,3017.0,0.0,0,Normal,0.0
2020-06-18 16:00:00,2863,2777.17,3.090556213699555,0,Normal,9.06
2020-06-18 17:00:00,2939,3009.075,0.0,0,Normal,0.0
2020-06-18 18:00:00,2940,3136.655,0.0,0,Normal,0.0
2020-06-18 19:00:00,3227,3138.295,2.826534790387772,0,Normal,8.29
2020-06-18 20:00:00,3180,3150.06,0.9504580865126396,0,Normal,2.79
2020-06-18 21:00:00,2832,2746.635,3.1079848614759435,0,Normal,9.11
2020-06-18 22:00:00,2561,2319.935,10.391023886445097,0,Normal,30.47
2020-06-18 23:00:00,2031,2055.175,0.0,0,Normal,0.0
2020-06-19 00:00:00,1384,1448.235,0.0,0,Normal,0.0
2020-06-19 01:00:00,1501,1365.345,9.935584046523038,0,Normal,29.14
2020-06-19 02:00:00,1337,1215.965,9.953822684041077,0,Normal,29.19
2020-06-19 03:00:00,786,806.75,0.0,0,Normal,0.0
2020-06-19 04:00:00,942,867.795,8.550982662956118,0,Normal,25.08
2020-06-19 05:00:00,1663,1406.77,18.214064843577844,0,Warning,53.41
2020-06-19 06:00:00,2269,2137.3,6.161980068310476,0,Normal,18.07
2020-06-19 07:00:00,3551,3296.085,7.733872154389221,0,Normal,22.68
2020-06-19 08:00:00,3829,3741.31,2.3438314387206636,0,Normal,6.87
2020-06-19 09:00:00,3823,3756.36,1.7740578645284228,0,Normal,5.2
2020-06-19 10:00:00,3716,3711.15,0.13068725327728356,0,Normal,0.38
2020-06-19 11:00:00,3485,3569.525,0.0,0,Normal,0.0
2020-06-19 12:00:00,3449,3345.845,3.0830776679732685,0,Normal,9.04
2020-06-19 13:00:00,3489,3303.17,5.625807936012979,0,Normal,16.5
2020-06-19 14:00:00,3363,3290.67,2.198032619496939,0,Normal,6.45
2020-06-19 15:00:00,3312,3226.095,2.6628168110362593,0,Normal,7.81
2020-06-19 16:00:00,3267,3257.185,0.3013338204615352,0,Normal,0.88
2020-06-19 17:00:00,3309,3361.075,0.0,0,Normal,0.0
2020-06-19 18:00:00,3439,3423.955,0.43940413936515144,0,Normal,1.29
2020-06-19 19:00:00,3444,3438.5,0.1599534680820125,0,Normal,0.47
2020-06-19 20:00:00,3309,3345.395,0.0,0,Normal,0.0
2020-06-19 21:00:00,3005,3042.185,0.0,0,Normal,0.0
2020-06-19 22:00:00,2919,2678.855,8.964464295379928,0,Normal,26.29
2020-06-19 23:00:00,2336,2312.89,0.9991828405155511,0,Normal,2.93
2020-06-20 00:00:00,1767,1570.585,12.505849731151129,0,Warning,36.67
2020-06-20 01:00:00,1365,1474.095,0.0,0,Normal,0.0
2020-06-20 02:00:00,1425,1327.55,7.340589808293477,0,Normal,21.53
2020-06-20 03:00:00,1124,1119.36,0.41452258433391403,0,Normal,1.22
2020-06-20 04:00:00,669,983.63,0.0,1,Normal,5.0
2020-06-20 05:00:00,1014,1077.715,0.0,0,Normal,0.0
2020-06-20 06:00:00,1193,1250.96,0.0,0,Normal,0.0
2020-06-20 07:00:00,2168,1744.21,24.2969596550874,1,High,76.25
2020-06-20 08:00:00,3489,3349.325,4.170243257969895,0,Normal,12.23
2020-06-20 09:00:00,4418,3977.925,11.062928536862806,0,Warning,32.44
2020-06-20 10:00:00,4343,4215.98,3.012822641473642,0,Normal,8.83
2020-06-20 11:00:00,4103,4039.335,1.5761257731780098,0,Normal,4.62
2020-06-20 12:00:00,3997,3870.22,3.2757827720388044,0,Normal,9.61
2020-06-20 13:00:00,3916,3828.27,2.2916356474334365,0,Normal,6.72
2020-06-20 14:00:00,3676,3742.675,0.0,0,Normal,0.0
2020-06-20 15:00:00,3565,3468.96,2.7685531110188637,0,Normal,8.12
2020-06-20 16:00:00,3385,3419.48,0.0,0,Normal,0.0
2020-06-20 17:00:00,3306,3371.325,0.0,0,Normal,0.0
2020-06-20 18:00:00,3593,3358.77,6.973683818778899,0,Normal,20.45
2020-06-20 19:00:00,3514,3573.635,0.0,0,Normal,0.0
2020-06-20 20:00:00,3431,3459.985,0.0,0,Normal,0.0
2020-06-20 21:00:00,3026,2952.16,2.5012194461004875,0,Normal,7.33
2020-06-20 22:00:00,2729,2704.91,0.890602644819981,0,Normal,2.61
2020-06-20 23:00:00,2425,2230.175,8.735861535529715,0,Normal,25.62
2020-06-21 00:00:00,1921,1634.47,17.530453296787336,0,Warning,51.41
2020-06-21 01:00:00,1353,1448.14,0.0,0,Normal,0.0
2020-06-21 02:00:00,1181,1381.165,0.0,0,Normal,0.0
2020-06-21 03:00:00,997,1076.165,0.0,0,Normal,0.0
2020-06-21 04:00:00,605,672.125,0.0,0,Normal,0.0
2020-06-21 05:00:00,904,910.685,0.0,0,Normal,0.0
2020-06-21 06:00:00,1326,1181.34,12.24541622225609,0,Warning,35.91
2020-06-21 07:00:00,1983,1510.895,31.246711386297527,1,High,85.0
2020-06-21 08:00:00,2899,2830.67,2.413916139995122,0,Normal,7.08
2020-06-21 09:00:00,4329,3753.87,15.320988739620715,0,Warning,44.93
2020-06-21 10:00:00,4339,4274.265,1.5145293986217436,0,Normal,4.44
2020-06-21 11:00:00,4391,4205.69,4.406173541083637,0,Normal,12.92
2020-06-21 12:00:00,4324,4176.08,3.5420777379743704,0,Normal,10.39
2020-06-21 13:00:00,4313,4133.61,4.3397901592070935,0,Normal,12.73
2020-06-21 14:00:00,3978,4034.11,0.0,0,Normal,0.0
2020-06-21 15:00:00,3775,3766.755,0.21888867207981114,0,Normal,0.64
2020-06-21 16:00:00,3461,3609.895,0.0,0,Normal,0.0
2020-06-21 17:00:00,3663,3543.795,3.3637668093103557,0,Normal,9.86
2020-06-21 18:00:00,4195,3980.02,5.401480394570882,0,Normal,15.84
2020-06-21 19:00:00,4638,3985.51,16.37155596147042,0,Warning,48.01
2020-06-21 20:00:00,4127,4316.055,0.0,0,Normal,0.0
2020-06-21 21:00:00,3318,3537.96,0.0,0,Normal,0.0
2020-06-21 22:00:00,2931,2706.25,8.30484988452656,0,Normal,24.35
2020-06-21 23:00:00,2252,2207.355,2.022556408008679,0,Normal,5.93
